,index,name,price,mileage,drivetrain,mpg,fuel_type,transmission,engine,zipcode,oneowner,personal_use
164,5,2018 Audi S7 4.0T Premium Plus,46995,88975, All-wheel Drive ,16–24,Gasoline ,7-Speed Automatic with Auto-Shift,4.0L V8 32V GDI DOHC Twin Turbo,32809,0,1
165,6,2001 Aston Martin DB7 Vantage Volante,44000,17701, Rear-wheel Drive ,11–18,Gasoline ,5-Speed Automatic,6.0L V12 48V MPFI DOHC,98037,0,0
166,7,2017 Honda Fit LX,18500,52915, Front-wheel Drive ,33–40,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC,98409,1,1
167,8,2011 Rolls-Royce Ghost Base,139995,23601, Rear-wheel Drive ,13–20,Gasoline ,8-Speed Automatic,6.6L V12 48V GDI DOHC Twin Turbo,98003,0,1
168,9,2021 Subaru Crosstrek Sport,32995,12485, All-wheel Drive ,27–34,Gasoline ,Automatic CVT,2.5L H4 16V GDI DOHC,60477,0,0
169,10,2007 Mazda MX-5 Miata Sport,10970,91655, Rear-wheel Drive ,23–30,Gasoline ,6-Speed Automatic,2.0L I4 16V MPFI DOHC,32771,0,1
170,11,2020 Acura TLX V6 Advance,35700,29590, All-wheel Drive ,20–29,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC,98036,3,3
171,12,2020 Land Rover Range Rover Velar S,53879,32056, Four-wheel Drive ,18–24,Gasoline ,Automatic,V6,54956,1,1
172,13,2019 Lexus RX 350 ,41808,10167, Front-wheel Drive ,20–28,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,85054,1,1
173,14,2012 Ferrari California Base,124995,8330, Rear-wheel Drive ,13–19,Gasoline ,7-Speed Automatic with Auto-Shift,4.3L V8 32V GDI DOHC,32811,1,1
174,15,2018 Ford Explorer sport,28200,65706, Four-wheel Drive ,16–22,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,46038,3,3
175,16,2019 INFINITI QX80 Luxe,48500,32503, All-wheel Drive ,13–19,Gasoline ,7-Speed Automatic,5.6L V8 32V GDI DOHC,60712,3,3
176,17,2007 BMW 530 i,9939,86534, Rear-wheel Drive ,20–30,Gasoline ,Automatic,3.0L I6 24V MPFI DOHC,98047,3,3
177,18,2018 BMW X4 M40i,42380,28040, All-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,98133,1,1
178,19,2021 Tesla Model 3 Standard Range Plus,51999,10690, Rear-wheel Drive ,150–133,– ,1-Speed Automatic,0.0,32822,0,1
179,0,2020 Mercedes-Benz AMG E 63 S 4MATIC,95999,17514, All-wheel Drive ,15–23,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,32822,1,1
180,1,2019 Mercedes-Benz AMG E 63 S 4MATIC,85999,20364, All-wheel Drive ,15–23,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,32809,3,3
181,2,2016 Hyundai Genesis Coupe 3.8 Base,23994,71772, Rear-wheel Drive ,16–25,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC,98409,3,3
182,3,2009 Cadillac CTS Base,16990,19350, Rear-wheel Drive ,None,Gasoline ,6-Speed Automatic,3.6L V6 24V MPFI DOHC,0,3,3
183,4,2021 Volvo XC60 Recharge Plug-In Hybrid T8 Inscription Expression,51985,7781, All-wheel Drive ,None,Hybrid ,8-Speed Automatic,2.0L I4 16V GDI DOHC Hybrid,32817,0,1
184,5,2016 GMC Yukon XL SLT,35268,67972, Rear-wheel Drive ,16–23,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,32817,1,1
185,6,2021 Toyota 4Runner Limited,50795,5809, Four-wheel Drive ,16–19,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,77065,1,1
186,7,2015 BMW M4 Base,44000,67791, Rear-wheel Drive ,17–24,Gasoline Fuel ,Transmission w/Dual Shift Mode,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,0,3,3
187,8,2018 Mercedes-Benz S-Class S 450,57499,42745, Unknown ,19–28,Gasoline ,9-SPEED A/T,V6 Cylinder Engine,98204,0,1
188,9,2021 Subaru Crosstrek Sport,30695,41853, All-wheel Drive ,27–34,Gasoline ,Automatic CVT,2.5L H4 16V GDI DOHC,60123,0,1
189,10,2019 Ford Shelby GT350 Base,68971,5035, Rear-wheel Drive ,14–21,Gasoline ,6-Speed Manual,5.2L V8 32V MPFI DOHC,98271,0,1
190,11,2014 Dodge SRT Viper GTS,145000,17600, Rear-wheel Drive ,12–19,Gasoline ,6-Speed Manual,8.4L V10 20V MPFI OHV,98225,3,3
191,12,2018 Volkswagen Atlas 3.6L SE w/Technology,33971,56888, All-wheel Drive ,17–23,Gasoline ,8-Speed Automatic,3.6L V6,98034,3,3
192,13,2016 BMW 528 i,27990,36874, Rear-wheel Drive ,23–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,0,0,1
193,14,2016 Buick Cascada Premium,21990,74520, Front-wheel Drive ,20–27,Gasoline ,6-Speed Automatic,1.6L I4 16V GDI DOHC Turbo,0,0,1
194,15,2013 BMW 128 i,22590,37036, Rear-wheel Drive ,19–28,Gasoline ,6-Speed Automatic,3.0L I6 24V MPFI DOHC,0,3,3
195,16,2015 Volkswagen Touareg V6 Lux,24990,60052, All-wheel Drive ,17–23,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,0,3,3
196,17,2021 Lincoln Aviator Grand Touring,73991,14449, All-wheel Drive ,None,Hybrid ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo Hybrid,98168,1,0
197,18,2017 Kia Sportage LX,19998,60690, Front-wheel Drive ,23–30,Gasoline ,6-Speed Automatic,2.4L I4 16V GDI DOHC,32904,3,3
198,19,2008 Ford Explorer Sport Trac XLT,6000,210000, Four-wheel Drive ,13–19,Gasoline ,6-Speed Automatic,4.6L V8 24V MPFI SOHC,98204,0,0
199,0,2019 Ford Escape SE,23888,13684, Four-wheel Drive ,22–28,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,48185,0,1
200,1,2020 Hyundai Tucson Ultimate,32469,1488, All-wheel Drive ,21–26,Gasoline ,6-Speed Automatic,2.4L I4 16V GDI DOHC,15216,1,1
201,2,2022 Mercedes-Benz EQS 450+ Base,189988,3389, All-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,32817,3,3
202,3,2015 Volkswagen Golf R 4-Door,29990,51774, All-wheel Drive ,23–30,Gasoline ,6-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,0,0,1
203,4,2018 BMW M3 Base,51900,47982, Rear-wheel Drive ,17–25,Gasoline ,7-Speed Automatic with Auto-Shift,3.0L I6 24V GDI DOHC Twin Turbo,76504,3,3
204,5,2014 RAM ProMaster 1500 Tradesman,30234,45298, Front-wheel Drive ,None,Gasoline ,6-Speed Automatic,3.6L V6 24V MPFI DOHC,98409,0,1
205,6,2006 BMW 330 Ci,8999,124511, Rear-wheel Drive ,19–28,Gasoline ,5-Speed Automatic,3.0L I6 24V MPFI DOHC,98387,3,3
206,7,2019 Lexus GX 460 ,41823,42707, Four-wheel Drive ,15–18,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,28212,0,1
207,8,2020 Lexus NX 300 Base,38874,21610, Front-wheel Drive ,22–28,Gasoline ,6-Speed Automatic,2.0L I4 16V PDI DOHC Turbo,75034,0,0
208,9,2018 Nissan Rogue SV,26998,20876, All-wheel Drive ,25–32,Gasoline ,Automatic CVT,2.5L I4 16V MPFI DOHC,20723,0,1
209,10,2021 Tesla Model Y Performance,69995,10693, All-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,02081,3,3
210,11,2019 Audi Q5 2.0T Premium Plus,46995,13824, All-wheel Drive ,22–27,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,98229,1,1
211,12,2014 Audi S5 3.0T Prestige quattro,29850,54362, All-wheel Drive ,18–28,Gasoline ,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Supercharged,98229,0,0
212,13,2021 BMW X3 sDrive30i,42999,26638, Rear-wheel Drive ,25–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,32771,1,1
213,14,2017 Honda Pilot Elite,33895,43215, All-wheel Drive ,19–26,Gasoline ,Automatic,Regular Unleaded V-6 3.5 L/212,32901,1,1
214,15,2019 Audi S4 3.0T Premium Plus,46599,22452, All-wheel Drive ,21–30,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,32811,1,1
215,16,2020 Ford Explorer Limited,40809,50515, Four-wheel Drive ,20–27,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,98002,3,3
216,17,2021 Lexus LX 570 Three-Row,91834,12618, Four-wheel Drive ,12–16,Gasoline ,8-Speed Automatic,5.7L V8 32V MPFI DOHC,98271,1,1
217,18,2020 GMC Yukon Denali,64996,35239, Four-wheel Drive ,14–22,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV,98022,1,0
218,19,2018 GMC Sierra 1500 SLT,46928,32312, Four-wheel Drive ,16–22,Gasoline ,8-Speed Automatic,5.3L V8 16V GDI OHV,75087,3,3
219,0,2022 Lexus ES 350 F Sport,47800,2779, Front-wheel Drive ,None,Gasoline ,Automatic,3.5L V6 24V PDI DOHC,32750,1,1
220,1,2022 Hyundai IONIQ 5 SE,56500,5632, All-wheel Drive ,None,Electric ,Automatic,Electric,32807,1,1
221,2,2021 Cadillac Escalade Sport Platinum,118971,13504, Four-wheel Drive ,14–19,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV,98271,3,3
222,3,2021 Chevrolet Tahoe High Country,81498,11038, Four-wheel Drive ,14–19,Gasoline ,10 speed automatic electronically controlled with overdrive incl,8 Cylinder Engine,0,3,3
223,4,2020 Lexus ES 350 Luxury,34995,69241, Front-wheel Drive ,22–32,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,85226,1,1
224,5,2020 Ford F-150 Lariat,47444,47148, 4WD ,None,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,30518,0,1
225,6,2022 Ford F-150 XLT,57991,8025, 4WD ,None,Gasoline ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,32225,1,1
226,7,2020 Lincoln Aviator Reserve AWD,57992,20509, All-wheel Drive ,17–24,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,75013,0,1
227,8,2018 Chevrolet Tahoe Premier,39493,83101, Rear-wheel Drive ,16–23,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,77037,3,3
228,9,2020 RAM 1500 Limited,55969,59003, Four-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,30528,1,1
229,10,2020 Lincoln MKZ Reserve,35495,16884, Front-wheel Drive ,20–31,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,32822,1,1
230,11,2020 Lexus IS 300 Base,31390,35199, Rear-wheel Drive ,21–30,Gasoline ,8-Speed Automatic,2.0L I4 16V PDI DOHC Turbo,32117,1,1
231,12,2017 BMW 340 Gran Turismo i xDrive,31888,49436, All-wheel Drive ,20–30,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,98134,0,1
232,13,2012 Jeep Grand Cherokee Overland,18995,92252, Four-wheel Drive ,16–23,Gasoline ,Automatic,5.7L V8 16V MPFI OHV,85301,3,3
233,14,2015 Lexus LS 460 Crafted Line,37880,67865, All-wheel Drive ,16–23,Gasoline ,8-Speed Automatic,4.6L V8 32V PDI DOHC,98004,0,1
234,15,2015 Hyundai Genesis 5.0,23995,43777, Rear-wheel Drive ,15–23,Gasoline ,8-Speed Automatic,5.0L V8 32V GDI DOHC,34788,3,3
235,16,2020 Toyota Tundra SR5,30900,17999, Rear-wheel Drive ,13–18,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,33314,3,3
236,17,2020 Chevrolet Tahoe LT,49900,28907, Four-wheel Drive ,15–21,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,18848,1,1
237,18,2022 Genesis G70 2.0T,43998,5203, – ,None,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,32771,3,3
238,19,2020 Cadillac XT6 Premium Luxury AWD,53999,7391, All-wheel Drive ,17–24,Gasoline ,9-SPEED A/T,V6 Cylinder Engine,98204,0,0
239,0,2017 Toyota RAV4 Limited,23900,69242, All-wheel Drive ,22–29,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC,01536,3,3
240,1,2018 BMW 320 i xDrive,25788,31656, All-wheel Drive ,23–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,98033,0,1
241,2,2019 Chevrolet Tahoe LT,39931,64748, Rear-wheel Drive ,15–22,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,94520,1,0
242,3,2020 Dodge Charger Scat Pack,47498,15847, Rear-wheel Drive ,15–24,Gasoline ,8-Speed Automatic,6.4L V8 16V MPFI OHV,33126,0,1
243,4,2020 RAM 1500 Limited,59991,13245, Four-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,30265,3,3
244,5,2022 Ford F-150 XLT,55522,6687, 4WD ,None,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,32084,1,1
245,6,2018 Mercedes-Benz GLC 300 Base 4MATIC,34998,36317, All-wheel Drive ,21–28,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,46280,3,3
246,7,2008 Lamborghini Gallardo Superleggera,139999,29960, All-wheel Drive ,11–17,Gasoline ,6-Speed Automatic with Auto-Shift,5.0L V10 50V MPFI DOHC,32809,3,3
247,8,2007 Lamborghini Gallardo ,109999,45544, All-wheel Drive ,9–19,Gasoline ,6-Speed Automatic with Auto-Shift,5.0L V10 50V MPFI DOHC,32809,3,3
248,9,2020 Jeep Gladiator Sport,49977,24026, Four-wheel Drive ,16–23,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,01757,0,0
249,10,2019 Jeep Grand Cherokee Limited,29877,23582, Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,22172,3,3
250,11,2020 Land Rover Range Rover Sport HSE MHEV,72900,29767, Four-wheel Drive ,19–24,Gasoline/Mild Electric Hybrid ,8-Speed A/T,355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,0,3,3
251,12,2020 Dodge Challenger R/T Scat Pack,39000,17462, Rear-wheel Drive ,14–23,Gasoline ,8-Speed Automatic,6.4L V8 16V MPFI OHV,77065,3,3
252,13,2019 Cadillac XT5 Luxury,34500,35111, All-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,60712,3,3
253,14,2018 Mercedes-Benz AMG C 43 Base 4MATIC,37910,28010, All-wheel Drive ,20–27,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,11762,0,0
254,15,2018 Audi A4 2.0T Premium,26846,61819, All-wheel Drive ,24–34,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,43130,0,1
255,16,2021 BMW X3 xDrive30i,41872,18494, All-wheel Drive ,23–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,07081,3,3
256,17,2019 Cadillac XT5 Luxury,35319,15359, All-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,44241,3,3
257,18,2014 Toyota FJ Cruiser Base,31995,80856, Rear-wheel Drive ,16–20,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,32822,0,1
258,19,2012 Jeep Grand Cherokee Overland,15919,89058, Four-wheel Drive ,16–23,E85 Flex Fuel ,Automatic,3.6L V6 24V MPFI DOHC Flexible Fuel,85281,3,3
259,0,2019 Honda Ridgeline RTL-E,39990,15684, All-wheel Drive ,18–25,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI SOHC,11735,1,1
260,1,2019 Toyota Camry SE,26999,21992, Front-wheel Drive ,28–39,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,13027,3,3
261,2,2007 Ford Expedition EL Limited,13988,79371, Four-wheel Drive ,14–17,Gasoline ,6-Speed Automatic,5.4L V8 24V MPFI SOHC,32904,0,0
262,3,2018 Ford F-150 Lariat,43443,46825, 4WD ,19–24,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,43543,0,0
263,4,2020 BMW 228 Gran Coupe i xDrive,35294,19070, All-wheel Drive ,23–33,Gasoline ,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,32773,1,1
264,5,2019 Toyota Prius Prime ,29990,34910, Front-wheel Drive ,None,Hybrid ,Automatic CVT,1.8L I4 16V MPFI DOHC Hybrid,32789,0,1
265,6,2020 Lamborghini Urus Base,268500,18228, All-wheel Drive ,12–17,Gasoline ,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,98005,0,1
266,7,1975 Porsche 914 ,34998,49501, Rear-wheel Drive ,None,– ,5-Speed Manual,2,98036,3,3
267,8,2019 BMW i8 Base,101995,18960, All-wheel Drive ,None,Hybrid ,6-Speed Automatic,1.5L I3 12V GDI DOHC Turbo Hybrid,07074,3,3
268,9,2021 Subaru Crosstrek Sport,31995,13669, All-wheel Drive ,27–34,Gasoline ,Automatic CVT,2.5L H4 16V GDI DOHC,60477,0,0
269,10,2021 Hyundai Sonata Hybrid SEL,34500,4450, Front-wheel Drive ,45–51,Hybrid ,6-Speed Automatic,2.0L I4 16V GDI DOHC Hybrid,98026,1,1
270,11,2021 Cadillac Escalade Sport Platinum,128799,7469, Four-wheel Drive ,14–19,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV,98271,0,0
271,12,2020 Toyota Tundra SR5,36299,28771, Rear-wheel Drive ,13–18,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,33169,3,3
272,13,2006 BMW M6 M6,21995,70440, Rear-wheel Drive ,12–18,Gasoline ,7-Speed Automatic with Auto-Shift,5.0L V10 40V MPFI DOHC,32811,0,1
273,14,2016 Mercedes-Benz S-Class S 550,52000,38000, Rear-wheel Drive ,17–26,Gasoline Fuel ,A/T,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,0,3,3
274,15,2014 Toyota Camry LE,14950,29302, Front-wheel Drive ,25–35,Gasoline ,A,4 Cylinder Engine,68106,3,3
275,16,2020 BMW Z4 sDrive30i,23950,14226, Rear-wheel Drive ,24–32,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,33142,1,1
276,17,2017 Porsche Macan GTS,54949,45780, All-wheel Drive ,None,Gasoline ,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Twin Turbo,80224,0,1
277,18,2015 BMW 428 i,29999,46192, Rear-wheel Drive ,23–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,13495,0,1
278,19,2021 Hyundai Elantra N Line,28999,13334, Front-wheel Drive ,25–34,Gasoline ,6-Speed Manual,1.6L I4 16V GDI DOHC Turbo,32837,1,1
279,0,2017 Lexus GX 460 Base,39880,35263, Four-wheel Drive ,15–18,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,98133,1,1
280,1,2020 Ford Mustang EcoBoost Premium,30893,22864, Rear-wheel Drive ,21–30,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,44310,3,3
281,2,2018 Audi A6 2.0T Premium Plus,36500,9753, All-wheel Drive ,22–31,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,98424,1,1
282,3,2015 Chevrolet Suburban 1500 LTZ,22000,162442, Four-wheel Drive ,15–22,Flex Fuel Capability ,A/T,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,0,3,3
283,4,2019 Ford F-150 XL,39988,12070, Four-wheel Drive ,18–23,Gasoline ,Automatic,2.7L V6 24V PDI DOHC Twin Turbo,14701,1,1
284,5,2019 Lexus RX 350 F Sport,44549,17853, All-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,10549,1,1
285,6,2015 Nissan Sentra SV,11490,124427, Front-wheel Drive ,29–39,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC,98409,3,3
286,7,2022 Porsche 911 Carrera,153999,989, Rear-wheel Drive ,18–24,Gasoline ,8-Speed Automatic with Auto-Shift,3.0L H6 24V GDI DOHC Twin Turbo,32809,1,1
287,8,2018 BMW X5 xDrive35i,36195,41222, All-wheel Drive ,18–24,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,11021,3,3
288,9,2007 Mazda Mazda6 iSport VE,5999,110994, Front-wheel Drive ,24–31,Gasoline ,5-Speed Automatic,2.3L I4 16V MPFI DOHC,98133,0,0
289,10,2020 BMW 840 i xDrive,71871,8320, All-wheel Drive ,21–27,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,32124,1,1
290,11,2019 Chevrolet Silverado 1500 LT,37568,24520, Four-wheel Drive ,18–21,Gasoline ,8-Speed Automatic,5.3L V8 16V GDI OHV,41035,3,3
291,12,2010 Chevrolet Camaro 2SS,22688,68774, Rear-wheel Drive ,None,Gasoline ,6-Speed Manual,6.2L V8 16V MPFI OHV,98580,3,3
292,13,2020 Mercedes-Benz AMG E 53 Base 4MATIC,67999,32519, All-wheel Drive ,21–28,Gasoline ,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,32822,1,1
293,14,2020 Toyota Corolla LE,15990,18153, Front-wheel Drive ,30–38,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC,85004,3,3
294,15,2021 Jeep Gladiator Sport,41481,13595, Four-wheel Drive ,16–23,Gasoline ,6-Speed Manual,3.6L V6 24V MPFI DOHC,46733,1,1
295,16,2020 Ford Mustang GT Premium,42000,19683, Rear-wheel Drive ,15–24,Gasoline ,6-Speed Manual,5.0L V8 32V PDI DOHC,33033,3,3
296,17,2022 Kia Telluride SX,60480,13240, Front-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC,37067,1,1
297,18,2019 INFINITI QX80 Luxe,50977,36201, All-wheel Drive ,13–19,Gasoline ,7-Speed Automatic,5.6L V8 32V GDI DOHC,46360,1,1
298,19,2021 RAM 1500 Laramie,49000,20079, Rear-wheel Drive ,20–25,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,85015,1,0
299,0,2019 Mercedes-Benz AMG GLS 63 Base 4MATIC,79995,60100, All-wheel Drive ,13–18,Gasoline ,7-Speed Automatic,5.5L V8 32V GDI DOHC Twin Turbo,32811,0,1
300,1,2021 Chevrolet Tahoe LT,58490,14857, Rear-wheel Drive ,16–20,Gasoline ,10-Speed Automatic,5.3L V8 16V GDI OHV,33177,3,3
301,2,2021 Polestar 2 Launch Edition,57999,709, All-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,32822,1,1
302,3,2017 Lincoln MKZ Reserve,24900,45557, Front-wheel Drive ,21–31,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,32117,3,3
303,4,2020 Ford F-150 Lariat,44499,59185, Four-wheel Drive ,18–23,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC,98273,1,0
304,5,2018 Ford F-150 Lariat,37777,68188, Four-wheel Drive ,19–24,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC,66071,0,1
305,6,2021 Ford Bronco Sport Big Bend,36969,17328, Four-wheel Drive ,25–28,Gasoline ,8-Speed Automatic,1.5L I3 12V PDI DOHC Turbo,98225,1,1
306,7,2021 GMC Yukon Denali,83990,15790, Four-wheel Drive ,14–19,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV,01880,1,1
307,8,2006 Pontiac GTO ,29531,66012, Rear-wheel Drive ,None,Gasoline ,6-Speed Manual,6.0L V8 16V MPFI OHV,98502,3,3
308,9,2021 Mercedes-Benz AMG GLA 45 AMG GLA 45,58799,5329, All-wheel Drive ,20–27,Gasoline ,Automatic,Engine: AMG-Enhanced 2.0L Inline-4 Turbo,34787,3,3
309,10,2018 Acura ILX Premium Package,23995,46969, Front-wheel Drive ,25–35,Gasoline ,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC,32771,3,3
310,11,2019 Honda CR-V EX-L,27899,37440, All-wheel Drive ,27–33,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,05701,3,3
311,12,2022 Acura MDX Base,48978,3253, Front-wheel Drive ,19–26,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI SOHC,34471,1,1
312,13,2022 Toyota 4Runner SR5 Premium,49334,13985, Four-wheel Drive ,16–19,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,75062,1,1
313,14,2019 BMW i8 Base,94888,14178, All-wheel Drive ,None,Hybrid ,6-Speed Automatic,1.5L I3 12V GDI DOHC Turbo Hybrid,07054,1,1
314,15,2019 Porsche Cayenne Base,62895,19560, All-wheel Drive ,19–23,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,30341,1,1
315,16,2018 Audi Q7 3.0T Prestige,39963,65686, All-wheel Drive ,19–25,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,52244,3,3
316,17,2020 Land Rover Range Rover Evoque SE,46998,26976, All-wheel Drive ,20–27,Gasoline ,Automatic,I4,32822,3,3
317,18,2020 Jeep Wrangler Unlimited Sahara,15750,19001, Four-wheel Drive ,17–23,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,33142,1,1
318,19,2020 Chevrolet Suburban Premier,57950,22695, Four-wheel Drive ,14–21,Gasoline ,6-SPEED A/T,8 Cylinder Engine,07424,3,3
319,0,2020 RAM 1500 Big Horn,51998,4916, Four-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,98057,3,3
320,1,2021 Mercedes-Benz AMG GLB 35 Base,55149,10540, All-wheel Drive ,21–26,Gasoline ,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,32124,0,0
321,2,2016 Volkswagen Jetta 1.8T Sport,15998,65476, Front-wheel Drive ,25–36,Gasoline ,6-Speed Automatic,1.8L I4 16V GDI DOHC Turbo,32809,0,0
322,3,2016 BMW 528 i xDrive,28590,40860, All-wheel Drive ,22–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,0,3,3
323,4,2020 Hyundai Tucson Ultimate,29910,28866, All-wheel Drive ,21–26,Gasoline ,6-Speed Automatic,2.4L I4 16V GDI DOHC,15216,1,1
324,5,2018 Mercedes-Benz GLC 300 Base 4MATIC,38998,20095, All-wheel Drive ,21–28,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,46280,3,3
325,6,2020 Chevrolet Suburban LT,40284,70065, Four-wheel Drive ,14–21,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,48183,3,3
326,7,2019 Chevrolet Tahoe LT,49673,21780, Four-wheel Drive ,15–21,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,94520,1,1
327,8,2016 Mazda MX-5 Miata Grand Touring,24898,21633, Rear-wheel Drive ,27–36,Gasoline ,6-Speed Automatic,2.0L I4 16V,98037,0,1
