,index,name,price,mileage,ex_color,in_color,drivetrain,mpg,fuel_type,transmission,engine
154,14,2016 Audi Q3 2.0T Premium Plus,21944,21944, Cortina White , Black , Front-wheel Drive ,20–29,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
155,15,2018 BMW 320 320i xDrive,22950,22950, Black Sapphire Metallic , Black , All-wheel Drive ,23–34,Gasoline ,Automatic,Engine: 2.0L TwinPower Turbo 4-Cylinder 16V DOHC
156,16,2019 Jeep Grand Cherokee Limited,34600,34600, Diamond Black , Black , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
157,17,2018 Chevrolet Suburban LT,52998,52998, White , Brown , 4WD ,15–22,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV
158,0,2015 BMW 228 i xDrive,26791,26791, White Metallic , Oyster , All-wheel Drive ,22–33,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
159,1,2019 Ford Escape SEL,24223,24223, Lightning Blue Metallic , Medium Light Stone , Four-wheel Drive ,22–28,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo
160,2,2013 Mercedes-Benz S-Class S 550 4MATIC,28995,28995, Diamond White Metallic , Shara Beige , All-wheel Drive ,15–24,Gasoline ,7-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo
161,3,2020 Mercedes-Benz GLA 250 Base 4MATIC,33808,33808, Midnight Black , Shara Beige , All-wheel Drive ,22–30,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
162,4,2017 Subaru Forester 2.5i Premium,22390,22390, Crystal White Pearl , Gray , All-wheel Drive ,26–32,Gasoline ,Automatic CVT,2.5L H4 16V MPFI DOHC
163,5,2021 GMC Yukon Denali,85549,85549, Black , Brownstone / Jet Black , Four-wheel Drive ,14–19,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV
164,6,2019 Volvo XC40 R-Design,29740,29740, Bursting Blue Metallic , Charcoal , All-wheel Drive ,23–31,Gasoline ,Automatic,Intercooled Turbo Regular Unleaded I-4 2.0 L/120
165,7,2021 Honda Accord EX-L,34995,34995, Platinum White Pearl , Black , Front-wheel Drive ,30–38,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
166,8,2020 Mercedes-Benz S-Class S 560,85188,85188, designo Diamond White , Black , Rear-wheel Drive ,17–27,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo
167,9,2020 Lexus RX 350 Base,42990,42990, Champagne , – , Front-wheel Drive ,20–27,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
168,10,2020 Mazda CX-5 Grand Touring,35465,35465, Snowflake White Pearl Mica , Black , All-wheel Drive ,24–30,Gasoline ,Automatic,Regular Unleaded I-4 2.5 L/152
169,11,2017 Toyota Sienna XLE Premium,22950,22950, Midnight Black Metallic , Ash , FWD ,19–27,Gasoline ,8-Speed Automatic,3.5L V6 24V GDI DOHC
170,12,2020 Chevrolet Trax LS,13995,13995, Gray , – , Front-wheel Drive ,26–31,Gasoline ,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo
171,13,2019 Dodge Charger R/T,35484,35484, Pitch Black Clearcoat , Black , Rear-wheel Drive ,16–25,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV
172,14,2012 Mercedes-Benz C-Class C 250 Sport,13000,13000, Black , Beige , Rear-wheel Drive ,21–31,Gasoline Fuel ,A/T,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel
173,15,2021 BMW X3 sDrive30i,42741,42741, Glacier Silver Metallic , Black , Rear-wheel Drive ,25–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
174,16,2021 Porsche Macan Base,55988,55988, Black , – , All-wheel Drive ,19–23,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
175,17,2018 Jeep Wrangler Unlimited Sport,32906,32906, Bright White Clearcoat , Black , Four-wheel Drive ,17–23,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
176,18,2022 Land Rover Range Rover Evoque SE,51500,51500, Fuji White , Ebony , All-wheel Drive ,20–27,Gasoline ,Automatic,I4
177,0,2010 Subaru Outback 2.5 i Limited,6000,6000, White , Beige , All-wheel Drive ,22–29,Gasoline Fuel ,A/T,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel
178,1,2019 BMW X5 xDrive40i,54190,54190, Alpine White , Amarone , All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
179,2,2019 Honda Passport EX-L,33949,33949, Black Copper Pearl , – , Front-wheel Drive ,20–25,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
180,3,2020 Nissan Rogue SL,33765,33765, Magnetic Black Pearl , Charcoal , Front-wheel Drive ,26–33,Gasoline ,Automatic CVT,2.5L I4 16V MPFI DOHC
181,4,2021 Chrysler 300 S,30000,30000, Gloss Black , Black , Rear-wheel Drive ,19–30,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
182,5,2019 BMW M240 i xDrive,47734,47734, Black Sapphire Metallic , Black , All-wheel Drive ,21–30,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
183,6,2013 Acura MDX 3.7L Advance,18000,18000, White , Beige , All-wheel Drive ,16–21,Gasoline Fuel ,Transmission w/Dual Shift Mode,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel
184,7,2021 Honda Accord Sport SE,28500,28500, Gray , Black , Front-wheel Drive ,29–35,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
185,8,2020 Honda Civic Sport,26789,26789, Black , Black , Front-wheel Drive ,29–37,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC
186,9,2016 Jeep Wrangler Unlimited Rubicon,41500,41500, Billet Silver Clearcoat Metallic , Black , Four-wheel Drive ,16–21,Gasoline ,5-Speed Automatic,3.6L V6 24V MPFI DOHC
187,10,2019 BMW X3 sDrive30i,29998,29998, Alpine White , Canberra Beige , Rear-wheel Drive ,23–30,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
188,11,2020 Lincoln Aviator Reserve AWD,57962,57962, Infinite Black Metallic , Medium Slate , All-wheel Drive ,17–24,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
189,12,2016 Toyota Camry SE,18998,18998, Creme Brulee Mica , Black , Front-wheel Drive ,25–35,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
190,13,2021 BMW X3 M AWD,73980,73980, Black Sapphire Metallic , Sakhir Orange , All-wheel Drive ,14–19,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Twin Turbo
191,14,2021 Mercedes-Benz AMG GLE 53 Base,88998,88998, Selenite Gray Metallic , Black , All-wheel Drive ,18–23,Gasoline ,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
192,15,2019 INFINITI QX60 Luxe,30446,30446, Liquid Platinum , Graphite , All-wheel Drive ,19–26,Gasoline ,Automatic CVT,3.5L V6 24V GDI DOHC
193,16,2012 Ford Expedition EL King Ranch,15999,15999, Black , Charcoal Black w/King Ranch Red , Four-wheel Drive ,13–0,Gasoline ,6-Speed Automatic,8 Cylinder Engine
194,17,2017 Cadillac XT5 Luxury,24497,24497, Radiant Silver Metallic , Jet Black , Front-wheel Drive ,19–27,Gasoline ,8-Speed Automatic,V6 Cylinder Engine
195,18,2020 Acura TLX V6 w/Technology Package,33634,33634, Black , – , Front-wheel Drive ,20–31,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
196,19,2020 Jeep Grand Cherokee Limited,46529,46529, Diamond Black , Black , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
197,0,2020 RAM 1500 Limited,53791,53791, Diamond Black , – , Rear-wheel Drive ,20–25,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV
198,1,2021 Porsche Macan Base,59995,59995, Night Blue Metallic , Black , All-wheel Drive ,19–23,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
199,2,2019 Mercedes-Benz GLC 300 Base 4MATIC,34885,34885, Polar White , – , All-wheel Drive ,22–27,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
200,3,2020 Lincoln Aviator Reserve AWD,59962,59962, Black , Ebony , All-wheel Drive ,17–24,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
201,4,2019 Chevrolet Traverse LS,29881,29881, Black , Jet Black , All-wheel Drive ,17–25,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC
202,5,2019 BMW M550 i Xdrive,43948,43948, Black , Black , All-wheel Drive ,18–25,Gasoline ,sport automatic,8 Cylinder Engine
203,6,2021 Porsche Macan GTS,86996,86996, Dolomite Silver Metallic , Black , All-wheel Drive ,17–22,Gasoline ,7-Speed Automatic with Auto-Shift,2.9L V6 24V GDI DOHC Twin Turbo
204,7,2020 Tesla Model Y Long Range,66900,66900, Black , White / Black , All-wheel Drive ,127–114,Electric ,1-Speed Automatic,Electric
205,8,2020 Lexus IS 350 Base,27999,27999, White , Red , All-wheel Drive ,19–26,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC
206,9,2016 Acura ILX 2.4L,17000,17000, Graphite Luster Metallic , Graystone , Front-wheel Drive ,25–36,Gasoline ,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC
207,10,2017 Ford Escape Titanium,22977,22977, Gray , Medium Light Stone , Four-wheel Drive ,22–28,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
208,11,2017 Lexus GX 460 Base,37672,37672, – , – , Four-wheel Drive ,15–18,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC
209,12,2019 Mazda CX-5 Touring,29998,29998, Machine Gray Metallic , Black , All-wheel Drive ,24–30,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC
210,13,2019 Mercedes-Benz C-Class C 300 4MATIC,35992,35992, Black , – , All-wheel Drive ,22–33,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
211,14,2017 Ford Explorer XLT,26998,26998, Tan , Black , Front-wheel Drive ,17–24,E85 Flex Fuel ,6-Speed Automatic,3.5L V6 24V MPFI DOHC Flexible Fuel
212,15,2019 Mercedes-Benz AMG GLC 43 Base 4MATIC,51477,51477, Gray Metallic , – , All-wheel Drive ,19–25,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
213,16,2020 Lexus RX 450hL Base,56500,56500, Matador Red Mica , Parchment , All-wheel Drive ,29–28,Hybrid ,Automatic CVT,3.5L V6 24V PDI DOHC Hybrid
214,17,2020 Jeep Grand Cherokee Limited,43645,43645, Diamond Black , Black , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
215,18,2016 Chevrolet Corvette Stingray Z51,58500,58500, Shark Gray Metallic , Jet Black , Rear-wheel Drive ,17–29,Gasoline ,8-Speed Automatic,6.2L V8 16V GDI OHV
216,19,2017 Mercedes-Benz E-Class E 300 4MATIC,31862,31862, White , Beige , All-wheel Drive ,22–29,Gasoline ,9g tronic automatic,4 Cylinder Engine
217,0,2019 Lexus RX 350 350,45998,45998, Obsidian Black , Parchment , Front-wheel Drive ,20–28,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
218,1,2022 Toyota Highlander Platinum,51988,51988, Magnetic Gray Metallic , Gray , Front-wheel Drive ,21–29,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
219,2,2016 Toyota Sienna Limited Premium,38000,38000, White , Brown , Front-wheel Drive ,18–25,Gasoline Fuel ,A/T,266.0HP 3.5L V6 Cylinder Engine Gasoline Fuel
220,3,2019 Land Rover Range Rover Velar P250 S,49620,49620, Fuji White , Light Oyster / Ebony / Ebony , Four-wheel Drive ,21–27,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
221,4,2020 Jaguar E-PACE SE,47994,47994, Santorini Black , Ebony / Ebony , All-wheel Drive ,21–28,Gasoline ,Automatic,I4
222,5,2020 Subaru Forester Premium,32252,32252, Magnetite Gray Metallic , Black , All-wheel Drive ,26–33,Gasoline ,Automatic CVT,2.5L H4 16V GDI DOHC
223,6,2018 Jeep Wrangler Unlimited Sport,,, Black Clearcoat , Black , Four-wheel Drive ,17–23,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
224,7,2021 Acura ILX Premium Package,31000,31000, Platinum White Pearl , Ebony , Front-wheel Drive ,24–34,Gasoline ,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC
225,8,2020 Jaguar E-PACE SE,46494,46494, Fuji White , Ebony / Ebony , All-wheel Drive ,21–28,Gasoline ,Automatic,I4
226,9,2021 BMW X5 xDrive40i,60227,60227, Black Sapphire Metallic , Black , All-wheel Drive ,21–25,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
227,10,2021 Toyota 4Runner SR5 Premium,40899,40899, White , Black / Graphite , Rear-wheel Drive ,16–19,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
228,11,2022 Kia Telluride SX,61995,61995, Gravity Gray , Black , Front-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC
229,12,2020 INFINITI QX80 Luxe,58993,58993, Black Obsidian , Graphite , Rear-wheel Drive ,14–20,Gasoline ,7-Speed Automatic,5.6L V8 32V GDI DOHC
230,13,2021 Tesla Model Y Long Range,69995,69995, White , – , All-wheel Drive ,131–117,Electric ,1-Speed Automatic,Electric
231,14,2019 Land Rover Range Rover Velar P250 S,48540,48540, Santorini Black , Ebony / Ebony , Four-wheel Drive ,21–27,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
232,15,2021 Mercedes-Benz C-Class C 300,51251,51251, Black , Black , Rear-wheel Drive ,24–33,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
233,16,2002 Lexus SC 430 Base,24900,24900, Gold , Beige , Rear-wheel Drive ,18–23,Gasoline Fuel ,A/T,300.0HP 4.3L 8 Cylinder Engine Gasoline Fuel
234,17,2019 BMW X7 xDrive50i,69995,69995, Gray Metallic , Cognac , All-wheel Drive ,15–21,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo
235,18,2020 Cadillac XT5 Sport,58829,58829, Stellar Black Metallic , Black , All-wheel Drive ,18–25,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC
236,0,2018 Nissan Frontier S,21987,21987, Brilliant Silver , Steel , Rear-wheel Drive ,17–22,Gasoline ,5-Speed Automatic,2.5L I4 16V MPFI DOHC
237,1,2019 Toyota RAV4 LE,31687,31687, Silver Sky Metallic , Black , Front-wheel Drive ,26–35,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
238,2,2017 Hyundai Elantra SE,12995,12995, Galactic Gray , Gray , Front-wheel Drive ,29–38,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC
239,3,2019 Honda CR-V EX-L,34475,34475, Gunmetal Metallic , Gray , Front-wheel Drive ,28–34,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
240,4,2019 Subaru Outback 2.5i Limited,28798,28798, Cinnamon Brown Pearl , Ivory , All-wheel Drive ,25–32,Gasoline ,Automatic CVT,2.5L H4 16V MPFI DOHC
241,5,2022 Chevrolet Tahoe Z71,82977,82977, Black , Black , Four-wheel Drive ,15–20,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV
242,6,2021 Mercedes-Benz S-Class S 580 4MATIC,109990,109990, Anthracite Blue , Macchiato , All-wheel Drive ,None,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo
243,7,2017 Lexus RX 350 ,37998,37998, Gray , Black , Front-wheel Drive ,20–27,Gasoline ,8-Speed Automatic,3.5L V6 24V GDI DOHC
244,8,2020 Subaru Forester Premium,31998,31998, Crystal Black Silica , Gray , All-wheel Drive ,26–33,Gasoline ,Automatic CVT,2.5L H4 16V GDI DOHC
245,9,2021 Toyota RAV4 XLE,36769,36769, Blueprint , Black , All-wheel Drive ,27–33,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
246,10,2019 Toyota Tundra SR5,35588,35588, Barcelona Red , Black , Four-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC
247,11,2017 Cadillac XT5 Luxury,25500,25500, Charcoal , Black , All-wheel Drive ,18–26,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC
248,12,2017 Acura MDX 3.5L w/Advance Package,24950,24950, Gray , Graystone , All-wheel Drive ,19–26,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
249,13,2020 Cadillac XT5 Premium Luxury,43147,43147, Stellar Black Metallic , Cirrus , Front-wheel Drive ,21–28,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC
250,14,2018 Chevrolet Camaro ZL1,90000,90000, Gray , Black , Rear-wheel Drive ,13–21,Gasoline Fuel ,10-Speed A/T,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel
251,15,2014 Mercedes-Benz E-Class E 350 4MATIC,15990,15990, White , White , All-wheel Drive ,21–29,Gasoline Fuel ,7-Speed A/T,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel
252,16,2018 RAM 1500 Laramie,42000,42000, Brilliant Black Crystal Pearlcoat , Black , Four-wheel Drive ,16–23,Diesel ,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel
253,17,2018 Honda Odyssey EX-L,26900,26900, Black , Gray , Front-wheel Drive ,19–28,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
254,18,2019 Toyota 4Runner Limited,45999,45999, Blizzard Pearl , Redwood , Four-wheel Drive ,17–20,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
255,19,2021 Acura RDX Technology Package,44491,44491, Majestic Black Pearl , Espresso , All-wheel Drive ,21–27,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
256,0,2010 Lexus LS 460 Base,19990,19990, Black Metallic , Beige , Rear-wheel Drive ,16–24,Gasoline ,8-Speed Automatic,4.6L V8 32V PDI DOHC
257,1,2016 BMW 528 i xDrive,19995,19995, White , – , All-wheel Drive ,22–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
258,2,2020 Jaguar E-PACE SE,49117,49117, Santorini Black , Ebony / Ebony , All-wheel Drive ,21–28,Gasoline ,Automatic,I4
259,3,2020 Honda Accord Sport 1.5T,29469,29469, – , – , Front-wheel Drive ,29–35,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
260,4,2018 Toyota RAV4 Limited,32727,32727, Black Currant Metallic , Black , Front-wheel Drive ,23–29,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
261,5,2019 Mazda CX-5 Touring,29553,29553, Sonic Silver Metallic , Black , All-wheel Drive ,24–30,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC
262,6,2020 Nissan Maxima 3.5 SV,26995,26995, Gun Metallic , Charcoal , Front-wheel Drive ,20–30,Gasoline ,Automatic CVT,3.5L V6 24V GDI DOHC
263,7,2019 Honda CR-V EX-L,32863,32863, Crystal Black Pearl , Black , All-wheel Drive ,27–33,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
264,8,2017 Subaru Forester 2.5i,15491,15491, Jasmine Green Metallic , Gray , All-wheel Drive ,26–32,Gasoline ,Automatic CVT,2.5L H4 16V MPFI DOHC
265,9,2021 BMW X3 M AWD,71980,71980, Alpine White , Black , All-wheel Drive ,14–19,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Twin Turbo
266,10,2021 Volvo XC40 Recharge Pure Electric P8,60500,60500, Crystal White Metallic , Charcoal , All-wheel Drive ,85–72,Electric ,1-Speed Automatic,Electric
267,11,2019 Volvo XC60 T5 Inscription,42968,42968, Onyx Black , Blond , Front-wheel Drive ,22–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
268,12,2017 Lexus GX 460 Base,38699,38699, Nebula Gray Pearl , Black , Four-wheel Drive ,15–18,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC
269,13,2021 Acura TLX Type S,57988,57988, Majestic Black Pearl , Red , All-wheel Drive ,19–24,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI SOHC Turbo
270,14,2017 Lincoln MKC Select,25796,25796, Black Velvet , Ebony , All-wheel Drive ,19–25,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
271,15,2021 Aston Martin DBX Base,199500,199500, Midnight Blue , Sahara Tan , All-wheel Drive ,14–18,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo
272,16,2019 Ford Mustang GT Premium,40991,40991, Shadow Black , – , Rear-wheel Drive ,15–24,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC
273,17,2021 Chevrolet Silverado 1500 LTZ,46490,46490, Satin Steel Metallic , Jet Black , Rear-wheel Drive ,15–22,Gasoline ,8-Speed Automatic,5.3L V8 16V GDI OHV
274,18,2007 Lexus GS 350 ,13995,13995, Obsidian , Black , All-wheel Drive ,20–27,Gasoline ,Automatic,3.5L DOHC 24-valve direct injection V6 engine w/dual continuousl
275,19,2021 Chrysler 300 S,30000,30000, Gloss Black , Black , Rear-wheel Drive ,19–30,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
276,0,2020 Lexus NX 300 ,38935,38935, Caviar , Black , Front-wheel Drive ,22–28,Gasoline ,6-Speed Automatic,2.0L I4 16V PDI DOHC Turbo
277,1,2019 Mazda CX-5 Grand Touring,29895,29895, Jet Black Mica , Black , Front-wheel Drive ,25–31,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC
278,2,2020 Cadillac XT6 Premium Luxury FWD,47000,47000, Black , Black , Front-wheel Drive ,18–25,Gasoline Fuel ,9-Speed A/T,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel
279,3,2020 Jeep Grand Cherokee Overland,39590,39590, Gray , Black , Rear-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
280,4,2019 Jeep Grand Cherokee Limited,36095,36095, Diamond Black , Black , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
281,5,2021 Toyota 4Runner Nightshade,54983,54983, Blizzard Pearl , Black / Graphite , Four-wheel Drive ,16–19,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
282,6,2019 BMW 330 i xDrive,39206,39206, Jet Black , Black , All-wheel Drive ,25–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
283,7,2019 Volvo S60 T5 Momentum,35967,35967, Black Stone , Blond , Front-wheel Drive ,24–36,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
284,8,2013 Cadillac CTS Performance,18500,18500, Black , Black , Rear-wheel Drive ,18–27,Gasoline Fuel ,6-Speed A/T,318.0HP 3.6L V6 Cylinder Engine Gasoline Fuel
285,9,2018 Toyota RAV4 Limited,30300,30300, Galactic Aqua , Ash , All-wheel Drive ,22–28,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
286,10,2018 Ford Escape SE,24000,24000, Oxford White , Medium Light Stone , Front-wheel Drive ,23–30,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo
287,11,2012 Lexus ES 350 Base,18992,18992, Starfire Pearl , Light Gray , Front-wheel Drive ,19–28,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC
288,12,2021 Toyota Tundra SR5,46326,46326, Cement , – , Rear-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC
289,13,2019 Honda CR-V EX-L,33125,33125, Black , Black , Front-wheel Drive ,28–34,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
290,14,2016 BMW X5 xDrive50i,26600,26600, White , Black , All-wheel Drive ,15–21,Gasoline Fuel ,Transmission w/Dual Shift Mode,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel
291,15,2021 Acura RDX A-Spec,44684,44684, Modern Steel Metallic , Red , Front-wheel Drive ,22–27,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
292,16,2016 Toyota Prius Two,21999,21999, Blizzard Pearl , Beige , Front-wheel Drive ,54–50,Hybrid ,Automatic CVT,1.8L I4 16V MPFI DOHC Hybrid
293,17,2019 Honda CR-V EX-L,31499,31499, Gunmetal Metallic , Gray , Front-wheel Drive ,28–34,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
294,18,2020 Toyota Camry SE,28998,28998, Gray , Black , Front-wheel Drive ,28–39,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
295,19,2018 Jeep Grand Cherokee Limited,35368,35368, Billet Silver Metallic Clearcoat , Black , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
